"guid","spelling","published","abbr1","abbr2","abbr3","type","gloss","character","arity","relational phrase","Original Textbook Order","LogFlash Order/Frequency",,"frequency"
101004,"sicni",,,,"si'i","gismu","coin","币",4,"x1 is a coin/token/is specie issued by x2 having value x3 of composition including x4","5e",32,2,2
101005,"sidbo",,"sib",,"si'o","gismu","idea","念",3,"x1 (idea abstract) is an idea/concept/thought about x2 (object/abstract) by thinker x3","9e",81,29,29
101006,"sidju",,,"dju",,"gismu","help","助",3,"x1 helps/assists/aids object/person x2 do/achieve/maintain event/activity x3","9c",90,29,29
101007,"sigja",,"sig",,,"gismu","cigar","茄",3,"x1 is a cigar/cigarette/cigarillo made from tobacco/smokable substance x2 by x3","a",0,"#N/A",0
101008,"silka",,"sik",,,"gismu","silk","绸",2,"x1 is a quantity of/contains/is made of silk produced by x2","ah",2,"#N/A",0
101009,"silna",,,,,"gismu","salt","盐",3,"x1 is a portion/quantity of salt from source x2, of composition including x3","5b",18,3,3
101010,"simlu",,,"mlu",,"gismu","seem","像",4,"x1 seems/appears to have property(ies) x2 to observer x3 under conditions x4","7j",89,62,62
101011,"simsa",,,"smi",,"gismu","similar","似",3,"x1 is similar/parallel to x2 in property/quantity x3 (ka/ni); x1 looks/appears like x2","7j",131,57,57
101012,"simxu",,"sim",,"si'u","gismu","mutual","互",2,"x1 (set) has members who mutually/reciprocally x2 (event [x1 should be reflexive in 1+ sumti])","7j",49,5,5
101013,"since",,,,,"gismu","snake","蛇",2,"x1 is a snake/serpent of species/breed x2","ai",257,13,13
101014,"sinma",,,,"si'a","gismu","esteem","敬",2,"x1 esteems/respects/venerates/highly regards x2 [object of respect]","9d",39,7,7
101015,"sinso",,,,,"gismu","sine","弦",2,"x1 is the trigonometric sine of angle/arcsine x2","ar",2,"#N/A",0
101016,"sinxa",,,"sni",,"gismu","sign","象",3,"x1 is a sign/symbol/signal representing/referring/signifying/meaning x2 to observer x3","7e",61,21,21
101017,"sipna",,"sip",,,"gismu","sleep","睡",1,"x1 is asleep (adjective); x1 sleeps/is sleeping","6m",145,81,81
101018,"sirji",,"sir",,,"gismu","straight","直",3,"x1 is straight/direct/line segment/interval between x2 and x3; (adjective:) x1 is linear","6f",13,13,13
101019,"sirxo",,"six",,,"gismu","Syrian","叙",2,"x1 reflects Syrian culture/nationality in aspect x2","ab",4,1,1
101020,"sisku",,"sis",,,"gismu","seek","找",3,"x1 seeks/searches/looks for property x2 among set x3 (complete specification of set)","8g",89,28,28
101021,"sisti",,,"sti",,"gismu","cease","停",2,"x1 [agent] ceases/stops/halts/ends activity/process/state x2 [not necessarily completing it]","1g",117,26,26
101022,"sitna",,"sit",,,"gismu","cite","援",3,"x1 cites/quotes/refers to/makes reference to source x2 for information/statement x3 (du'u)","8b",0,9,9
101023,"sivni",,"siv",,,"gismu","private","私",2,"x1 is private/personal/privy/[secret/confidential/confined] to x2; x1 is not-public/hidden","a",0,1,1
101024,"skaci",,,,,"gismu","skirt","裙",2,"x1 is a skirt/kilt/dress of material x2; x1 is skirted [garment open at the bottom; not legged]","3f",12,1,1
101025,"skami",,"sam",,,"gismu","computer","端",2,"x1 is a computer for purpose x2","8c",69,98,98
101026,"skapi",,"kap",,,"gismu","pelt","革",2,"x1 is a pelt/skin/hide/leather from x2","9f",18,5,5
101027,"skari",,,"ska",,"gismu","color","色",4,"x1 is/appears to be of color/hue x2 as perceived/seen by x3 under conditions x4","1a",30,6,6
101028,"skicu",,,"ski",,"gismu","describe","描",4,"x1 tells about/describes x2 (object/event/state) to audience x3 with description x4 (property)","7j",97,20,20
101029,"skiji",,"sij",,,"gismu","ski","溜",3,"x1 is a ski/skid/skate/runner for surface (of material) x2 supporting skier/skater/sled/cargo x3","a",1,"#N/A",0
101030,"skina",,"kin",,,"gismu","cinema","卷",4,"x1 is a cinema/movie/film about x2 [plot/theme/subject/activity], filmmaker x3, for audience x4","5g",32,16,16
101031,"skori",,,"sko",,"gismu","cord","绳",2,"x1 is cord/cable/rope/line/twine/cordage/woven strands of material x2","9f",3,2,2
101032,"skoto",,"kot",,"ko'o","gismu","Scottish","邓",2,"x1 reflects Gaelic/Scottish culture/nationality/language in aspect x2","ab",1,"#N/A",0
101033,"skuro",,,,"ku'o","gismu","groove","沟",2,"x1 is a groove/trench/furrow [shape/form] in object/surface x2","9b",36,2,2
101034,"slabu",,,,"sau","gismu","familiar","老",4,"x1 is old/familiar/well-known to observer x2 in feature x3 (ka) by standard x4","2c",130,43,43
101035,"slaka",,,,,"gismu","syllable","杪",2,"x1 is a syllable in language x2","1h",11,2,2
101036,"slami",,,,,"gismu","acid","酸",2,"x1 is a quantity of/contains/is made of acid of composition x2; (adjective:) x1 is acidic","ah",0,1,1
101037,"slanu",,,,,"gismu","cylinder","缸",2,"x1 is a cylinder [shape/form] of material x2","9b",6,1,1
101038,"slari",,"sar",,,"gismu","sour","涩",2,"x1 is sour/tart to observer x2","6f",5,2,2
101039,"slasi",,"las",,,"gismu","plastic","塑",2,"x1 is a quantity of/is made of/contains plastic/polymer of type/component unit(s) x2","6b",9,"#N/A",0
101040,"sligu",,"lig",,,"gismu","solid","固",3,"x1 is solid, of composition/material including x2, under conditions x3","6b",17,10,10
101041,"slilu",,,"sli",,"gismu","oscillate","振",3,"x1 oscillates at rate/frequency x2 through set/sequence-of-states x3 (complete specification)","ar",8,12,12
101042,"sliri",,,,,"gismu","sulfur","硫",1,"x1 is a quantity of/contains/is made of sulfur/brimstone (S); [metaphor: foul odor, volcanic]","ag",7,"#N/A",0
101043,"slovo",,"lov",,"lo'o","gismu","Slavic","夫",2,"x1 reflects Slavic language/culture/ethos in aspect x2","ab",0,"#N/A",0
101044,"sluji",,,"slu",,"gismu","muscle","肌",3,"x1 is a/the muscle [body-part] controlling x2, of body x3; [metaphor: tools of physical power]","aa",5,2,2
101045,"sluni",,,,,"gismu","onion","葱",2,"x1 is a quantity of/contains onions/scallions of type/cultivar x2","5b",11,2,2
101046,"smacu",,,,,"gismu","mouse","鼷",2,"x1 is a mouse of species/breed x2","ai",5,47,47
101047,"smadi",,,,,"gismu","guess","猜",3,"x1 guesses/conjectures/surmises x2 (du'u) is true about subject x3; [epistemology]","3l",15,8,8
101048,"smaji",,,"sma",,"gismu","quiet","静",3,"x1 (source) is quiet/silent/[still] at observation point x2 by standard x3","7j",52,36,36
101049,"smani",,,,,"gismu","monkey","猴",2,"x1 is a monkey/ape/simian/baboon/chimpanzee of species/breed x2","ai",0,1,1
101050,"smoka",,,"smo",,"gismu","sock","袜",2,"x1 is a sock/stocking [flexible foot and lower leg garment] of material x2","3f",6,1,1
101051,"smuci",,"muc",,,"gismu","spoon","勺",3,"x1 is a spoon/scoop (tool) for use x2, made of material x3","5c",5,3,3
101052,"smuni",,"mun","smu",,"gismu","meaning","意",3,"x1 is a meaning/interpretation of x2 recognized/seen/accepted by x3","3j",135,53,53
101053,"snada",,"sad",,,"gismu","succeed","成",3,"x1 [agent] succeeds in/achieves/completes/accomplishes x2 as a result of effort/attempt/try x3","8g",152,35,35
101054,"snanu",,"nan",,,"gismu","south","南",3,"x1 is to the south/southern side of x2 according to frame of reference x3","5d",81,8,8
101055,"snidu",,"nid",,,"gismu","second","秒",3,"x1 is x2 seconds in duration (default is 1 second) by standard x3","3e",9,"#N/A",0
101056,"snime",,,,"si'e","gismu","snow","雪",1,"x1 is made of/contains/is a quantity/expanse of snow","4h",32,1,1
101057,"snipa",,"nip",,,"gismu","sticky","黏",2,"x1 adheres/sticks to x2; (adjective:) x1 is sticky/gummy/adhesive","a",2,3,3
101058,"snuji",,"nuj",,,"gismu","sandwich","夹",3,"x1 is a sandwich/layering [not restricted to food] of x2 sandwiched between x3","5b",9,2,2
101059,"snura",,"nur",,"nu'a","gismu","secure","安",2,"x1 is secure/safe from threat x2 (event)","9a",34,7,7
101060,"snuti",,"nut",,,"gismu","accidental","错",2,"x1 (event/state) is an accident/unintentional on the part of x2; x1 is an accident","4c",26,9,9
101061,"sobde",,"sob",,"so'e","gismu","soya","菽",2,"x1 is a quantity of soya [grain/bean] of species/strain x2","aj",18,"#N/A",0
101062,"sodna",,,,,"gismu","sodium","钠",2,"x1 is a quantity of/contains/is made of alkali metal of type x2 [default sodium]","ag",1,"#N/A",0
101063,"sodva",,"sod",,,"gismu","soda","汽",2,"x1 is made of/contains/is a quantity of a carbonated beverage/soda of flavor/brand x2","2j",17,3,3
101064,"softo",,"sof",,,"gismu","Soviet","苏",2,"x1 reflects Russian empire/USSR/ex-USSR (Soviet]/CIS culture/nationality in aspect x2","ab",6,1,1
101065,"solji",,,"slo",,"gismu","gold","鋆",1,"x1 is a quantity of/contains/is made of gold (Au); [metaphor: valuable, heavy, non-reactive]","ag",30,9,9
101066,"solri",,"sol",,,"gismu","solar","阳",3,"x1 is the sun of home planet x2 (default Earth) of race x3; (adjective:) x1 is solar","am",66,9,9
101067,"sombo",,"som",,"so'o","gismu","sow","播",3,"x1 sows/plants x2 [crop/plants] at/in x3","a",5,2,2
101068,"sonci",,"son",,"soi","gismu","soldier","士",2,"x1 is a soldier/warrior/fighter of army x2","a",31,14,14
101069,"sorcu",,"soc","sro",,"gismu","store","储",3,"x1 is a store/deposit/supply/reserve of materials/energy x2 in containment x3","3m",23,9,9
101070,"sorgu",,"sog",,,"gismu","sorghum","粱",2,"x1 is a quantity of sorghum of species/strain x2","aj",4,"#N/A",0
101071,"sovda",,"sov",,"so'a","gismu","egg","蛋",2,"x1 is an egg/ovum/sperm/pollen/gamete of/from organism [mother/father] x2","5b",51,8,8
101072,"spaji",,"paj",,,"gismu","surprise","惊",2,"x1 (event/action abstract) surprises/startles/is unexpected [and generally sudden] to x2","9d",22,22,22
101073,"spali",,,,,"gismu","polish","擦",4,"x1 (agent) polishes object/surface x2 with polish x3, applied using tool x4","a",7,"#N/A",0
101074,"spano",,"san",,,"gismu","Spanish","蒂",2,"x1 reflects Spanish-speaking culture/nationality/language in aspect x2","ab",2,6,6
101075,"spati",,,"spa",,"gismu","plant","植",2,"x1 is a plant/herb/greenery of species/strain/cultivar x2","6c",68,3,3
101076,"speni",,,"spe",,"gismu","married","婚",3,"x1 is married to x2; x1 is a spouse of x2 under law/custom/tradition/system/convention x3","9a",92,16,16
101077,"spisa",,,"spi",,"gismu","piece","份",2,"x1 [object/substance] is a piece/portion/lump/chunk/particle of x2 [substance]","7j",21,11,11
101078,"spita",,,,,"gismu","hospital","诊",3,"x1 is a hospital treating patient(s) x2 for condition/injuries/disease/illness x3","4c",20,1,1
101079,"spofu",,"pof",,"po'u","gismu","broken","破",2,"x1 is broken/inoperable/broken down/non-utile/not usable for function x2","4c",12,31,31
101080,"spoja",,"poj",,"po'a","gismu","explode","爆",2,"x1 bursts/explodes/violently breaks up/decomposes/combusts into pieces/energy/fragments x2","a",20,5,5
101081,"spuda",,,"spu",,"gismu","reply","答",3,"x1 answers/replies to/responds to person/object/event/situation/stimulus x2 with response x3","1h",67,52,52
101082,"sputu",,"put",,"pu'u","gismu","spit","吐",4,"x1 spits/expectorates x2 [predominantly liquid] from x3 to/onto x4","aa",8,"#N/A",0
101083,"sraji",,"raj",,,"gismu","vertical","垂",2,"x1 is vertical/upright/erect/plumb/oriented straight up and down in reference frame/gravity x2","9b",5,"#N/A",0
101084,"sraku",,"rak",,,"gismu","scratch","刻",2,"x1 [abrasive/cutting/scratching object/implement] scratches/[carves]/erodes/cuts [into] x2","a",1,6,6
101085,"sralo",,,,,"gismu","Australian","澳",2,"x1 reflects Australian culture/nationality/geography/dialect in aspect x2","ab",5,5,5
101086,"srana",,,,"ra'a","gismu","pertain","贴",2,"x1 pertains to/is germane/relevant to/concerns/is related/associated with/is about x2","7j",36,29,29
101087,"srasu",,"sas",,,"gismu","grass","草",2,"x1 is a blade/expanse of grass of species x2","6c",47,13,13
101088,"srera",,,"sre",,"gismu","err","误",4,"x1 errs in doing/being/making mistake x2 (event), an error under conditions x3 by standard x4","1h",40,22,22
101089,"srito",,,,,"gismu","Sanskrit","梵",2,"x1 reflects Sanskrit language/Sanskritic/Vedic culture/nationality in aspect x2","ab",1,"#N/A",0
101090,"sruma",,,,"ru'a","gismu","assume","臆",3,"x1 assumes/supposes that x2 (du'u) is true about subject x3; [epistemology]","3l",5,6,6
101091,"sruri",,"rur","sru",,"gismu","surround","绕",3,"x1 encircles/encloses/is surrounding x2 in direction(s)/dimension(s)/plane x3","7j",12,23,23
101092,"stace",,"sac",,,"gismu","honest","诚",3,"x1 is honest/open/truthfully revealing to/candid/frank with x2 about matter/fact x3","9c",0,2,2
101093,"stagi",,,,,"gismu","vegetable","蔬",3,"x1 is the edible x2 portion of plant x3; x1 is a vegetable","5b",7,2,2
101094,"staku",,"tak",,,"gismu","ceramic","陶",4,"x1 is a quantity of/contains/is made of ceramic made by x2, of composition x3, in form/shape x4","ah",1,"#N/A",0
101095,"stali",,,"sta",,"gismu","remain","留",2,"x1 remains/stays at/abides/lasts with x2","4d",53,21,21
101096,"stani",,,,,"gismu","stalk","柄",2,"x1 is a/the stalk/stem/trunk [body-part] of plant/species x2; [metaphor: main support]","aj",15,3,3
101097,"stapa",,"tap",,,"gismu","step","踏",3,"x1 steps/treads on/in surface x2 using limbs x3","a",20,8,8
101098,"stasu",,,,,"gismu","soup","汤",2,"x1 is a quantity of soup/stew/olla/olio [food] of ingredients including x2","5b",26,16,16
101099,"stati",,,,,"gismu","talent","善",2,"x1 has a talent/aptitude/innate skill for doing/being x2","a",13,3,3
101100,"steba",,"seb",,,"gismu","frustration","沮",2,"x1 feels frustration about x2 (abstraction)","9d",19,4,4
101101,"steci",,"tec",,"te'i","gismu","specific","特",3,"x1 (ka) is specific/particular/specialized/[special]/a defining property of x2 among x3 (set)","7j",39,23,23
101102,"stedu",,"sed",,,"gismu","head","头",2,"x1 is a/the head [body-part] of x2; [metaphor: uppermost portion]","1c",40,66,66
101103,"stela",,"tel",,,"gismu","lock","锁",3,"x1 is a lock/seal of/on/for sealing x2 with/by locking mechanism x3","ao",17,5,5
101104,"stero",,,,"te'o","gismu","steradian","弥",3,"x1 is x2 steradian(s) [metric unit] in solid angle (default is 1) by standard x3","af",2,"#N/A",0
101105,"stici",,"sic",,,"gismu","west","西",3,"x1 is to the west/western side of x2 according to frame of reference x3","5d",146,3,3
101106,"stidi",,"sid",,"ti'i","gismu","suggest","荐",3,"x1 (agent) suggests/proposes idea/action x2 to audience x3; x1 (event) inspires x2 in/among x3","8c",38,13,13
101107,"stika",,"tik",,,"gismu","adjust","调",3,"x1 (event) adjusts/regulates/changes x2 (ka/ni) in amount/degree x3","a",15,1,1
101108,"stizu",,"tiz",,,"gismu","chair","椅",1,"x1 is a chair/stool/seat/bench, a piece or portion of a piece of furniture intended for sitting","1f",155,9,9
101109,"stodi",,,"sto",,"gismu","constant","恒",3,"x1 is constant/invariant/unchanging in property x2 (ka) in response to stimulus/conditions x3","7e",9,5,5
101110,"stuna",,"sun",,,"gismu","east","东",3,"x1 is to the east/eastern side of x2 according to frame of reference x3","5d",101,6,6
101111,"stura",,"tur",,"su'a","gismu","structure","构",2,"x1 is a structure/arrangement/organization of x2 [set/system/complexity]","a",14,13,13
101112,"stuzi",,"tuz","stu",,"gismu","site","处",2,"x1 is an inherent/inalienable site/place/position/situation/spot/location of x2 (object/event)","5d",101,48,48
101113,"sucta",,"suc",,,"gismu","abstract","概",3,"x1 (si'o) is abstracted/generalized/idealized from x2 [something concrete] by rules x3","9e",5,6,6
101114,"sudga",,"sud",,,"gismu","dry","干",2,"x1 is dry of liquid x2; (adjective:) x1 is arid","6f",71,10,10
101115,"sufti",,,"sfu",,"gismu","hoof","蹄",2,"x1 is a/the hoof [body-part] of x2","ai",0,5,5
101116,"suksa",,"suk",,,"gismu","sudden","骤",3,"x1 (event/state) is sudden/sharply changes at stage/point x2 in process/property/function x3","7j",55,18,18
101117,"sumji",,"suj",,,"gismu","sum","总",3,"x1 is a mathematical sum/result/total of x2 plus/increased by x3","7e",8,3,3
101118,"sumne",,,,,"gismu","smell","嗅",2,"x1 (experiencer) smells/scents (transitive verb) x2; x2 smells/has odor/scent to observer x1","6m",35,"#N/A",0
101119,"sumti",,"sum",,"su'i","gismu","argument","参",3,"x1 is a/the argument of predicate/function x2 filling place x3 (kind/number)","1b",2373,14,14
101120,"sunga",,"sug",,,"gismu","garlic","蒜",2,"x1 is a quantity of garlic [bulb] of species/strain x2","aj",13,1,1
101121,"sunla",,"sul",,,"gismu","wool","绒",2,"x1 is a quantity of/made from/consists of wool [tight curly hair] from animal/species/source x2","ai",3,"#N/A",0
101122,"surla",,"sur",,,"gismu","relax","缓",2,"x1 relaxes/rests/is at ease in/by doing/being x2 (activity)","9c",34,17,17
101123,"sutra",,"sut",,,"gismu","fast","快",2,"x1 is fast/swift/quick/hastes/rapid at doing/being/bringing about x2 (event/state)","4f",142,66,66
101124,"tabno",,"tab",,,"gismu","carbon","碳",1,"x1 is a quantity of/contains/is made of carbon/graphite/[diamond]/charcoal; x1 is organic","ag",1,"#N/A",0
101125,"tabra",,,,,"gismu","trumpet","喇",1,"x1 is a horn/trumpet/trombone/bugle [brass-wind/lip-reed musical instrument]","ak",1,3,3
101126,"tadji",,,,,"gismu","method","术",3,"x1 [process] is a method/technique/approach/means for doing x2 (event) under conditions x3","8f",37,12,12
101127,"tadni",,"tad",,,"gismu","study","研",2,"x1 studies/is a student of x2; x1 is a scholar; (adjective:) x1 is scholarly","1h",115,66,66
101128,"tagji",,"tag",,,"gismu","snug","紧",4,"x1 is snug/tight on x2 in dimension/direction x3 at locus x4","3f",27,4,4
101129,"talsa",,"tal",,,"gismu","challenge","挑",3,"x1 (person) challenges x2 at/in property x3","8g",1,"#N/A",0
101130,"tamca",,,,,"gismu","tomato","柿",2,"x1 is a tomato [fruit/vegetable/plant] of species/strain x2","aj",0,1,1
101131,"tamji",,"taj",,,"gismu","thumb","拇",3,"x1 is a/the thumb/big toe [body-part] on limb x2 of x3; [metaphor based on relative shape]","1c",10,4,4
101132,"tamne",,,,,"gismu","cousin","堂",3,"x1 is cousin to x2 by bond/tie x3; [non-immediate family member, default same generation]","4b",2,1,1
101133,"tanbo",,,,"ta'o","gismu","board","板",2,"x1 is a board/plank [3-dimensional long flat rectangle] of material x2","ao",1,14,14
101134,"tance",,"tac",,,"gismu","tongue","舌",2,"x1 is a/the tongue [body-part] of x2; (metaphor: similar to nazbi, tamji, degji)","aa",17,4,4
101135,"tanjo",,,,,"gismu","tangent","冈",2,"x1 is the trigonometric tangent of angle/arctangent x2","ar",7,"#N/A",0
101136,"tanko",,,,,"gismu","tobacco","菸",2,"x1 is a quantity of tobacco [leaf] of species/strain x2","aj",0,"#N/A",0
101137,"tanru",,,,"tau","gismu","phrase compound","栘",5,"x1 is a binary metaphor formed with x2 modifying x3, giving meaning x4 in usage/instance x5","1b",776,11,11
101138,"tansi",,"tas",,,"gismu","pan","盆",3,"x1 is a pan/basin/tub/sink, a shallow container for contents x2, of material/properties x3","ao",0,3,3
101139,"tanxe",,"tax",,"ta'e","gismu","box","盒",3,"x1 is a box/carton/trunk/crate for contents x2, and made of material x3","1f",40,9,9
101140,"tapla",,,,,"gismu","tile","瓦",4,"x1 is a tile/cake [shape/form] of material x2, shape x3, thickness x4","9b",1,2,2
101141,"tarbi",,,,,"gismu","embryo","胎",3,"x1 is an embryo/zygote/fetus/fertilized egg with mother x2, and father x3","a",10,"#N/A",0
101142,"tarci",,"tar",,,"gismu","star","辰",2,"x1 is a star/sun with stellar properties x2","am",28,1,1
101143,"tarla",,,,,"gismu","tar","焦",2,"x1 is a quantity of/contains/is made of tar/asphalt from source x2","ah",1,1,1
101144,"tarmi",,"tam",,"tai","gismu","shape","状",2,"x1 [ideal] is the conceptual shape/form of object/abstraction/manifestation x2 (object/abstract)","9b",91,28,28
101145,"tarti",,,"tra",,"gismu","behave","行",3,"x1 behaves/conducts oneself as/in-manner x2 (event/property) under conditions x3","9c",30,13,13
101146,"taske",,,,,"gismu","thirst","渴",2,"x1 thirsts for x2; x1 needs/wants drink/fluid/lubrication x2","2j",8,2,2
101147,"tatpi",,,,"ta'i","gismu","tired","累",2,"x1 is tired/fatigued by effort/situation x2 (event); x1 needs/wants rest","4c",41,49,49
101148,"tatru",,"tat",,,"gismu","breast","乳",2,"x1 is a/the breast/mammary/teat [body-part] of x2; [metaphor: projection providing liquid]","aa",1,"#N/A",0
101149,"tavla",,"tav",,"ta'a","gismu","talk","讲",4,"x1 talks/speaks to x2 about subject x3 in language x4","1h",338,183,183
101150,"taxfu",,"taf",,"ta'u","gismu","garment","  衣",3,"x1 is dress/a garment/clothing for wearing by x2 (gender/species/body part) serving purpose x3","3f",76,2,2
101151,"tcaci",,"cac",,,"gismu","custom","俗",3,"x1 is a custom/habit/[ritual/rut] of x2 under conditions x3","7j",20,6,6
101152,"tcadu",,,"tca",,"gismu","city","城",4,"x1 is a town/city of metropolitan area x2, in political unit x3, serving hinterland/region x4","4d",68,29,29
101153,"tcana",,,,,"gismu","station","站",2,"x1 is a station/node of/in/on transport/communication/distribution system/network x2","a",0,5,5
101154,"tcati",,,,,"gismu","tea","茶",2,"x1 is made of/contains/is a quantity of tea brewed from leaves x2","2j",19,24,24
101155,"tcena",,"ten",,,"gismu","stretch","伸",4,"x1 stretches/extends to range x2 [interval/extent] in dimension x3 from relaxed range x4","9b",23,7,7
101156,"tcica",,"tic",,,"gismu","deceive","骗",3,"x1 (event/experience) misleads/deceives/dupes/fools/cheats/tricks x2 into x3 (event/state)","a",36,14,14
101157,"tcidu",,"tid",,,"gismu","read","读",3,"x1 [agent] reads x2 [text] from surface/document/reading material x3; x1 is a reader","1h",92,91,91
101158,"tcika",,,,,"gismu","time of day","晌",4,"x1 [hours, {minutes}, {seconds}] is the time/hour of state/event x2 on day x3 at location x4","3e",50,30,30
101159,"tcila",,"til",,,"gismu","detail","详",2,"x1 is a detail/feature/particular of x2","8f",28,3,3
101160,"tcima",,"tim",,"ti'a","gismu","weather","候",2,"x1 is weather at place/region x2; (adjective:) x1 is meteorological","4h",23,11,11
101161,"tcini",,,,,"gismu","situation","况",2,"x1 [state/property] is a situation/condition/state/position/are conditions/circumstances of x2","8c",58,8,8
101162,"tcita",,,,,"gismu","label","签",3,"x1 is a label/tag of x2 showing information x3","4d",219,18,18
101163,"temci",,"tem",,"tei","gismu","time","时",3,"x1 is the time-duration/interval/period/[elapsed time] from time/event x2 to time/event x3","3e",66,24,24
101164,"tenfa",,"tef",,,"gismu","exponential","幂",3,"x1 is the exponential result of base x2 to power/exponent x3","ar",1,"#N/A",0
101165,"tengu",,"teg",,"te'u","gismu","texture","质",2,"x1 (property-ka) is a texture of x2","6f",3,"#N/A",0
101166,"terdi",,"ted",,,"gismu","earth","地",2,"x1 is the Earth/the home planet of race x2; (adjective:) x1 is terrestrial/earthbound","am",111,44,44
101167,"terpa",,"tep",,"te'a","gismu","fear","怕",2,"x1 fears x2; x1 is afraid/scared/frightened by/fearful of x2 (event/tu'a object)","4c",72,44,44
101168,"terto",,"tet",,,"gismu","1E12","T",3,"x1 is a trillion [1x10**12] of x2 in dimension/aspect x3 (default is units)","ae",0,"#N/A",0
101169,"tigni",,"tig",,,"gismu","perform","演",3,"x1 performs x2 [performance] for/before audience x3","5g",36,6,6
101170,"tikpa",,"tip",,,"gismu","kick","踢",4,"x1 kicks [hits with x1's foot/feet x4] x2 in/at locus x3, using x1's foot/feet x4","2b",15,3,3
101171,"tilju",,"tij",,,"gismu","heavy","沉",2,"x1 is heavy/weighty in mass/weight by standard x2","9b",22,19,19
101172,"tinbe",,"tib",,,"gismu","obey","遵",3,"x1 obeys/follows the command/rule x2 made by x3; (adjective:) x1 is obedient","a",13,3,3
101173,"tinci",,,,,"gismu","tin","锡",1,"x1 is a quantity of/contains/is made of tin (Sn); [metaphor: cheap or base metal]","ag",1,"#N/A",0
101174,"tinsa",,,,,"gismu","stiff","硬",4,"x1 is stiff/rigid/inflexible/resistant in direction x2 against force x3 under conditions x4","6f",2,3,3
101175,"tirna",,"tin",,,"gismu","hear","听",3,"x1 hears x2 against background/noise x3; x2 is audible; (adjective:) x1 is aural","6m",75,73,73
101176,"tirse",,"tir",,,"gismu","iron","铁",1,"x1 is a quantity of/contains/is made of iron (Fe); [metaphor: strong, durable, tarnishing]","ag",5,4,4
101177,"tirxu",,,,,"gismu","tiger","虎",3,"x1 is a tiger/leopard/jaguar/[tigress] of species/breed x2 with coat markings x3","ai",0,2,2
101178,"tisna",,"tis",,,"gismu","fill","填",2,"x1 (object) fills/becomes stuffed [up]/inflates/blows up with material x2; x2 pours into x1","6f",35,6,6
101179,"titla",,"tit",,,"gismu","sweet","甜",2,"x1 is sweet/sugary/saccharine to observer x2","5c",23,6,6
101180,"tivni",,"tiv",,,"gismu","television","荧",4,"x1 broadcasts/televises programming x2 via medium/channel x3 to television receiver x4","a",17,5,5
101181,"tixnu",,"tix",,"ti'u","gismu","daughter","闺",2,"x1 is a daughter of mother/father/parents x2; [not necessarily biological]","4b",23,10,10
101182,"toknu",,"tok",,,"gismu","oven","炉",2,"x1 is an oven [enclosure that heats its contents] for baking/heating/drying x2","5c",31,1,1
101183,"toldi",,"tod",,,"gismu","butterfly","蝴",2,"x1 is a butterfly/moth of species/breed x2","ai",13,1,1
101184,"tonga",,"tog",,"to'a","gismu","tone","音",3,"x1 is a tone/note of frequency/pitch x2 from source x3","a",0,31,31
101185,"tordu",,"tor",,"to'u","gismu","short","短",3,"x1 is short in dimension/direction x2 (default longest dimension) by measurement standard x3","9b",31,7,7
101186,"torni",,"ton",,"to'i","gismu","twist","扭",2,"x1 twists under load/force/torsion x2","a",42,1,1
101187,"traji",,,,"rai","gismu","superlative","最",4,"x1 is superlative in property x2 (ka), the x3 extreme (ka; default ka zmadu) among set/range x4","6k",166,40,40
101188,"trano",,,,,"gismu","nitrogen","氮",1,"x1 is a quantity of/contains/is made of nitrogen/ammonia/nitrates","ag",1,"#N/A",0
101189,"trati",,,,,"gismu","taut","绷",2,"x1 is taut/tense/strained tight in direction x2","a",11,1,1
101190,"trene",,"ren",,"re'e","gismu","train","轨",4,"x1 is a train [vehicle] of cars/units x2 (mass) for rails/system/railroad x3, propelled by x4","7f",1,4,4
101191,"tricu",,"ric",,,"gismu","tree","树",2,"x1 is a tree of species/cultivar x2","6c",93,29,29
101192,"trina",,,"tri",,"gismu","attract","引",3,"x1 attracts/appeals to/lures x2 (person/event) with property/quality x3 (ka)","7j",45,3,3
101193,"trixe",,"rix",,"ti'e","gismu","behind","后",3,"x1 is posterior/behind/back/in the rear of x2 which faces/in-frame-of-reference x3","1e",29,15,15
101194,"troci",,"toc",,"toi","gismu","try","试",3,"x1 tries/attempts/makes an effort to do/attain x2 (event/state/property) by actions/method x3","2n",301,90,90
101195,"tsali",,,"tsa",,"gismu","strong","强",3,"x1 is strong/powerful/[tough] in property/quality x2 (ka) by standard x3","7g",42,100,100
101196,"tsani",,"tan",,,"gismu","sky","霄",2,"x1 is an expanse of sky/the heavens at place x2; [celestial]","4h",88,33,33
101197,"tsapi",,,,,"gismu","seasoning","佐",2,"x1 is a seasoning/condiment/spice causing flavor/effect x2 (event/property)","5b",4,1,1
101198,"tsiju",,,"tsi",,"gismu","seed","籽",3,"x1(s) is/are (a) seed(s)/spore(s) [body-part] of organism x2 for producing offspring x3","5b",135,9,9
101199,"tsina",,"sin",,,"gismu","stage","台",4,"x1 is a stage/platform/dais/[scaffold] at/in x2 supporting x3, made of material x4","5g",0,4,4
101200,"tubnu",,,,"tu'u","gismu","tube","管",3,"x1 is a length of tubing/pipe/hollow cylinder [shape/form] of material x2, hollow of material x3","9b",28,7,7
